Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time,SS.
Kapralos,C3 F2,2,Aigio,23/4/2023,Tarmac,cup,8,612.05,580.53,Aigio_02
Kondilis,C5 F2,2,Aigio,23/4/2023,Tarmac,cup,9,612.98,580.53,Aigio_02
Katsarel,C3 F2,2,Aigio,23/4/2023,Tarmac,cup,10,619.96,580.53,Aigio_02
Daskalop,C2,2,Aigio,23/4/2023,Tarmac,cup,11,620.36,580.53,Aigio_02
Pantiera,C6 F2,2,Aigio,23/4/2023,Tarmac,cup,12,620.62,580.53,Aigio_02
Zois Dim,C5 F2,2,Aigio,23/4/2023,Tarmac,cup,13,621.92,580.53,Aigio_02
Tzikopou,C3 F2,2,Aigio,23/4/2023,Tarmac,cup,14,625.56,580.53,Aigio_02
Tiros Ni,C6 F2,2,Aigio,23/4/2023,Tarmac,cup,15,625.71,580.53,Aigio_02
Katsikas,3 2000,2,Aigio,23/4/2023,Tarmac,cup,16,629.83,580.53,Aigio_02
Pantelak,C3 F2,2,Aigio,23/4/2023,Tarmac,cup,17,635.68,580.53,Aigio_02
Kaberos ,C3 F2,2,Aigio,23/4/2023,Tarmac,cup,18,637.61,580.53,Aigio_02
Rekkas P,C6 F2,2,Aigio,23/4/2023,Tarmac,cup,19,638.06,580.53,Aigio_02
Kouniaki,C6 F2,2,Aigio,23/4/2023,Tarmac,cup,20,639.3,580.53,Aigio_02
Amaxopou,2 1600,2,Aigio,23/4/2023,Tarmac,cup,21,644.0,580.53,Aigio_02
Mavromat,C6 F2,2,Aigio,23/4/2023,Tarmac,cup,22,651.03,580.53,Aigio_02
Gerovass,4 2000,2,Aigio,23/4/2023,Tarmac,cup,23,651.21,580.53,Aigio_02
Kaberos ,C3 F2,2,Aigio,23/4/2023,Tarmac,cup,24,654.58,580.53,Aigio_02
Zizas Ag,C5 F2,2,Aigio,23/4/2023,Tarmac,cup,25,657.62,580.53,Aigio_02
Kyriakop,4 1600,2,Aigio,23/4/2023,Tarmac,cup,26,660.8,580.53,Aigio_02
Papazogl,4 2000+,2,Aigio,23/4/2023,Tarmac,cup,27,674.88,580.53,Aigio_02
Karouzos,C4 F2,2,Aigio,23/4/2023,Tarmac,cup,28,680.16,580.53,Aigio_02
Kopanaki,C4 F2,2,Aigio,23/4/2023,Tarmac,cup,29,693.58,580.53,Aigio_02
Kassidop,3 1600,2,Aigio,23/4/2023,Tarmac,cup,30,707.42,580.53,Aigio_02
Mitropou,2 2000,2,Aigio,23/4/2023,Tarmac,cup,31,753.43,580.53,Aigio_02
Kofinas ,4 2000+,2,Aigio,23/4/2023,Tarmac,cup,32,804.71,580.53,Aigio_02
Gerodimo,C2,1,Almiros,11/6/2023,Tarmac,cup,1,408.44,408.44,Almiros_01
Vlachos ,C2,1,Almiros,11/6/2023,Tarmac,cup,2,414.62,408.44,Almiros_01
Kampilis,C1,1,Almiros,11/6/2023,Tarmac,cup,3,414.86,408.44,Almiros_01
Stergiad,C5 F2,1,Almiros,11/6/2023,Tarmac,cup,4,421.7,408.44,Almiros_01
Michail ,C5 F2,1,Almiros,11/6/2023,Tarmac,cup,5,430.79,408.44,Almiros_01
Karathan,C5 F2,1,Almiros,11/6/2023,Tarmac,cup,6,431.58,408.44,Almiros_01
Vatsos N,C3 F2,1,Almiros,11/6/2023,Tarmac,cup,7,435.57,408.44,Almiros_01
Katsioni,C4 F2,1,Almiros,11/6/2023,Tarmac,cup,8,438.69,408.44,Almiros_01
Sotiriad,C2,1,Almiros,11/6/2023,Tarmac,cup,9,439.23,408.44,Almiros_01
Tzikopou,C3 F2,1,Almiros,11/6/2023,Tarmac,cup,10,444.62,408.44,Almiros_01
Katsarel,C3 F2,1,Almiros,11/6/2023,Tarmac,cup,11,447.19,408.44,Almiros_01
Panagiot,C2,1,Almiros,11/6/2023,Tarmac,cup,12,454.42,408.44,Almiros_01
Trichidi,C3 F2,1,Almiros,11/6/2023,Tarmac,cup,13,461.73,408.44,Almiros_01
Efthimia,C5 F2,1,Almiros,11/6/2023,Tarmac,cup,14,,408.44,Almiros_01
Figioris,C3 F2,1,Almiros,11/6/2023,Tarmac,cup,15,,408.44,Almiros_01
Diamanti,C4 F2,1,Almiros,11/6/2023,Tarmac,cup,16,,408.44,Almiros_01
Massiala,C6 F2,1,Almiros,11/6/2023,Tarmac,cup,17,,408.44,Almiros_01
Kehagias,C5 F2,1,Almiros,11/6/2023,Tarmac,cup,18,,408.44,Almiros_01
Anastasi,C5 F2,1,Almiros,11/6/2023,Tarmac,cup,19,,408.44,Almiros_01
Labrou A,C5 F2,1,Almiros,11/6/2023,Tarmac,cup,20,,408.44,Almiros_01
Koutsouk,C4 F2,1,Almiros,11/6/2023,Tarmac,cup,21,,408.44,Almiros_01
Theofani,C3 F2,1,Almiros,11/6/2023,Tarmac,cup,22,465.49,408.44,Almiros_01
Kampilis,C1,2,Almiros,11/6/2023,Tarmac,cup,1,201.09,201.09,Almiros_02
Vlachos ,C2,2,Almiros,11/6/2023,Tarmac,cup,2,203.41,201.09,Almiros_02
Karathan,C5 F2,2,Almiros,11/6/2023,Tarmac,cup,3,210.53,201.09,Almiros_02
Michail ,C5 F2,2,Almiros,11/6/2023,Tarmac,cup,4,210.57,201.09,Almiros_02
Stergiad,C5 F2,2,Almiros,11/6/2023,Tarmac,cup,5,211.07,201.09,Almiros_02
Katsioni,C4 F2,2,Almiros,11/6/2023,Tarmac,cup,6,211.7,201.09,Almiros_02
Vatsos N,C3 F2,2,Almiros,11/6/2023,Tarmac,cup,7,213.16,201.09,Almiros_02
Sotiriad,C2,2,Almiros,11/6/2023,Tarmac,cup,8,216.48,201.09,Almiros_02
Katsarel,C3 F2,2,Almiros,11/6/2023,Tarmac,cup,9,217.47,201.09,Almiros_02
Panagiot,C2,2,Almiros,11/6/2023,Tarmac,cup,10,220.63,201.09,Almiros_02
Tzikopou,C3 F2,2,Almiros,11/6/2023,Tarmac,cup,11,221.51,201.09,Almiros_02
Theofani,C3 F2,2,Almiros,11/6/2023,Tarmac,cup,12,226.66,201.09,Almiros_02
Massiala,C6 F2,2,Almiros,11/6/2023,Tarmac,cup,13,230.15,201.09,Almiros_02
Efthimia,C5 F2,2,Almiros,11/6/2023,Tarmac,cup,14,235.77,201.09,Almiros_02
Kehagias,C5 F2,2,Almiros,11/6/2023,Tarmac,cup,15,236.14,201.09,Almiros_02
Diamanti,C4 F2,2,Almiros,11/6/2023,Tarmac,cup,16,236.37,201.09,Almiros_02
Anastasi,C5 F2,2,Almiros,11/6/2023,Tarmac,cup,17,243.2,201.09,Almiros_02
Figioris,C3 F2,2,Almiros,11/6/2023,Tarmac,cup,18,246.93,201.09,Almiros_02
Koutsouk,C4 F2,2,Almiros,11/6/2023,Tarmac,cup,19,259.33,201.09,Almiros_02
Labrou A,C5 F2,2,Almiros,11/6/2023,Tarmac,cup,20,268.0,201.09,Almiros_02
Kampilis,C1,3,Almiros,11/6/2023,Tarmac,cup,1,407.03,407.03,Almiros_03
Vlachos ,C2,3,Almiros,11/6/2023,Tarmac,cup,2,420.44,407.03,Almiros_03
Stergiad,C5 F2,3,Almiros,11/6/2023,Tarmac,cup,3,420.56,407.03,Almiros_03
Michail ,C5 F2,3,Almiros,11/6/2023,Tarmac,cup,4,423.72,407.03,Almiros_03
Karathan,C5 F2,3,Almiros,11/6/2023,Tarmac,cup,5,423.76,407.03,Almiros_03
Sotiriad,C2,3,Almiros,11/6/2023,Tarmac,cup,6,429.76,407.03,Almiros_03
Katsioni,C4 F2,3,Almiros,11/6/2023,Tarmac,cup,7,434.1,407.03,Almiros_03
Katsarel,C3 F2,3,Almiros,11/6/2023,Tarmac,cup,8,436.22,407.03,Almiros_03
Panagiot,C2,3,Almiros,11/6/2023,Tarmac,cup,9,437.21,407.03,Almiros_03
Vatsos N,C3 F2,3,Almiros,11/6/2023,Tarmac,cup,10,438.49,407.03,Almiros_03
Tzikopou,C3 F2,3,Almiros,11/6/2023,Tarmac,cup,11,447.76,407.03,Almiros_03
Theofani,C3 F2,3,Almiros,11/6/2023,Tarmac,cup,12,453.99,407.03,Almiros_03
Massiala,C6 F2,3,Almiros,11/6/2023,Tarmac,cup,13,460.52,407.03,Almiros_03
Diamanti,C4 F2,3,Almiros,11/6/2023,Tarmac,cup,14,478.31,407.03,Almiros_03
Figioris,C3 F2,3,Almiros,11/6/2023,Tarmac,cup,15,480.08,407.03,Almiros_03
Anastasi,C5 F2,3,Almiros,11/6/2023,Tarmac,cup,16,482.29,407.03,Almiros_03
Kehagias,C5 F2,3,Almiros,11/6/2023,Tarmac,cup,17,485.92,407.03,Almiros_03
Efthimia,C5 F2,3,Almiros,11/6/2023,Tarmac,cup,18,486.24,407.03,Almiros_03
Labrou A,C5 F2,3,Almiros,11/6/2023,Tarmac,cup,19,500.21,407.03,Almiros_03
Kampilis,C1,4,Almiros,11/6/2023,Tarmac,cup,1,199.14,199.14,Almiros_04
Vlachos ,C2,4,Almiros,11/6/2023,Tarmac,cup,2,204.28,199.14,Almiros_04
Michail ,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,3,207.02,199.14,Almiros_04
Karathan,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,4,209.25,199.14,Almiros_04
Katsioni,C4 F2,4,Almiros,11/6/2023,Tarmac,cup,5,209.46,199.14,Almiros_04
Stergiad,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,6,210.68,199.14,Almiros_04
Sotiriad,C2,4,Almiros,11/6/2023,Tarmac,cup,7,212.77,199.14,Almiros_04
Katsarel,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,8,213.43,199.14,Almiros_04
Vatsos N,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,9,213.97,199.14,Almiros_04
Panagiot,C2,4,Almiros,11/6/2023,Tarmac,cup,10,216.13,199.14,Almiros_04
Theofani,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,11,219.92,199.14,Almiros_04
Tzikopou,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,12,221.42,199.14,Almiros_04
Massiala,C6 F2,4,Almiros,11/6/2023,Tarmac,cup,13,230.7,199.14,Almiros_04
Diamanti,C4 F2,4,Almiros,11/6/2023,Tarmac,cup,14,231.02,199.14,Almiros_04
Efthimia,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,15,231.03,199.14,Almiros_04
Kehagias,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,16,236.11,199.14,Almiros_04
Anastasi,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,17,238.64,199.14,Almiros_04
Figioris,C3 F2,4,Almiros,11/6/2023,Tarmac,cup,18,244.05,199.14,Almiros_04
Labrou A,C5 F2,4,Almiros,11/6/2023,Tarmac,cup,19,245.96,199.14,Almiros_04
Kampilis,C1,5,Almiros,11/6/2023,Tarmac,cup,1,201.96,201.96,Almiros_05
Vlachos ,C2,5,Almiros,11/6/2023,Tarmac,cup,2,205.37,201.96,Almiros_05
Michail ,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,3,206.72,201.96,Almiros_05
Karathan,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,4,208.4,201.96,Almiros_05
Stergiad,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,5,210.95,201.96,Almiros_05
Katsioni,C4 F2,5,Almiros,11/6/2023,Tarmac,cup,6,211.44,201.96,Almiros_05
Sotiriad,C2,5,Almiros,11/6/2023,Tarmac,cup,7,211.93,201.96,Almiros_05
Vatsos N,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,8,213.22,201.96,Almiros_05
Katsarel,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,9,213.36,201.96,Almiros_05
Panagiot,C2,5,Almiros,11/6/2023,Tarmac,cup,10,218.01,201.96,Almiros_05
Theofani,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,11,218.67,201.96,Almiros_05
Massiala,C6 F2,5,Almiros,11/6/2023,Tarmac,cup,12,221.83,201.96,Almiros_05
Tzikopou,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,13,222.52,201.96,Almiros_05
Diamanti,C4 F2,5,Almiros,11/6/2023,Tarmac,cup,14,232.54,201.96,Almiros_05
Efthimia,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,15,232.57,201.96,Almiros_05
Anastasi,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,16,235.67,201.96,Almiros_05
Kehagias,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,17,245.76,201.96,Almiros_05
Figioris,C3 F2,5,Almiros,11/6/2023,Tarmac,cup,18,251.01,201.96,Almiros_05
Labrou A,C5 F2,5,Almiros,11/6/2023,Tarmac,cup,19,267.03,201.96,Almiros_05
Tsouloft,C1,1,Boiotias,5/3/2023,Gravel,cup,1,460.9,460.9,Boiotias_01
Kehagias,C1,1,Boiotias,5/3/2023,Gravel,cup,2,484.41,460.9,Boiotias_01
Panteli ,C1,1,Boiotias,5/3/2023,Gravel,cup,3,501.38,460.9,Boiotias_01
Paradiss,C2,1,Boiotias,5/3/2023,Gravel,cup,4,511.62,460.9,Boiotias_01
Halivela,3 2000,1,Boiotias,5/3/2023,Gravel,cup,5,531.11,460.9,Boiotias_01
Eliopoul,C2,1,Boiotias,5/3/2023,Gravel,cup,6,535.28,460.9,Boiotias_01
Chatzima,C1,1,Boiotias,5/3/2023,Gravel,cup,7,538.36,460.9,Boiotias_01
Ismailos,C2,1,Boiotias,5/3/2023,Gravel,cup,8,541.84,460.9,Boiotias_01
Lefkadit,C3 F2,1,Boiotias,5/3/2023,Gravel,cup,9,544.39,460.9,Boiotias_01
Xanthako,C2,1,Boiotias,5/3/2023,Gravel,cup,10,556.18,460.9,Boiotias_01
Halkias ,4 1600,1,Boiotias,5/3/2023,Gravel,cup,11,556.37,460.9,Boiotias_01
Paradiss,3 2000,1,Boiotias,5/3/2023,Gravel,cup,12,564.72,460.9,Boiotias_01
