Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time,SS.
Ioannidi,C5 F2,1,Potamies,30/4/2023,Tarmac,cup,12,391.63,349.77,Potamies_01
Maragaki,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,13,394.96,349.77,Potamies_01
Partheni,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,14,403.54,349.77,Potamies_01
Poulakis,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,15,406.42,349.77,Potamies_01
Kapsalak,C3 F2,1,Potamies,30/4/2023,Tarmac,cup,16,450.47,349.77,Potamies_01
Stivakta,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,17,465.13,349.77,Potamies_01
Anapolio,C1,2,Potamies,30/4/2023,Tarmac,cup,1,344.07,344.07,Potamies_02
Ktistaki,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,2,350.67,344.07,Potamies_02
Peroulak,C2,2,Potamies,30/4/2023,Tarmac,cup,3,353.39,344.07,Potamies_02
Nikolida,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,4,360.32,344.07,Potamies_02
Frantzes,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,5,360.4,344.07,Potamies_02
Titakis ,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,6,363.94,344.07,Potamies_02
Damianak,C4 F2,2,Potamies,30/4/2023,Tarmac,cup,7,367.22,344.07,Potamies_02
Kafetzak,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,8,372.12,344.07,Potamies_02
Gobakis ,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,9,374.96,344.07,Potamies_02
Polias M,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,10,381.38,344.07,Potamies_02
Ioannidi,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,11,385.77,344.07,Potamies_02
Perakis ,C4 F2,2,Potamies,30/4/2023,Tarmac,cup,12,386.0,344.07,Potamies_02
Poulakis,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,13,400.51,344.07,Potamies_02
Maragaki,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,14,401.89,344.07,Potamies_02
Partheni,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,15,407.07,344.07,Potamies_02
Kapsalak,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,16,438.76,344.07,Potamies_02
Stivakta,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,17,447.05,344.07,Potamies_02
Anapolio,C1,3,Potamies,30/4/2023,Tarmac,cup,1,341.78,341.78,Potamies_03
Peroulak,C2,3,Potamies,30/4/2023,Tarmac,cup,2,348.01,341.78,Potamies_03
Ktistaki,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,3,351.0,341.78,Potamies_03
Frantzes,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,4,357.85,341.78,Potamies_03
Titakis ,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,5,364.7,341.78,Potamies_03
Gobakis ,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,6,372.24,341.78,Potamies_03
Damianak,C4 F2,3,Potamies,30/4/2023,Tarmac,cup,7,377.03,341.78,Potamies_03
Polias M,C5 F2,3,Potamies,30/4/2023,Tarmac,cup,8,378.9,341.78,Potamies_03
Ioannidi,C5 F2,3,Potamies,30/4/2023,Tarmac,cup,9,383.53,341.78,Potamies_03
Partheni,C6 F2,3,Potamies,30/4/2023,Tarmac,cup,10,399.13,341.78,Potamies_03
Maragaki,C6 F2,3,Potamies,30/4/2023,Tarmac,cup,11,400.31,341.78,Potamies_03
Poulakis,C6 F2,3,Potamies,30/4/2023,Tarmac,cup,12,403.56,341.78,Potamies_03
Kapsalak,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,13,440.99,341.78,Potamies_03
Kafetzak,C5 F2,3,Potamies,30/4/2023,Tarmac,cup,14,454.73,341.78,Potamies_03
Stivakta,C6 F2,3,Potamies,30/4/2023,Tarmac,cup,15,478.25,341.78,Potamies_03
Tsouloft,C1,1,Stereas,4/6/2023,Gravel,Championship,1,183.52,183.52,Stereas_01
Papadimi,C1,1,Stereas,4/6/2023,Gravel,Championship,2,185.68,183.52,Stereas_01
Kehagias,C1,1,Stereas,4/6/2023,Gravel,Championship,3,192.79,183.52,Stereas_01
Kirkos P,C2,1,Stereas,4/6/2023,Gravel,Championship,4,197.1,183.52,Stereas_01
Panteli ,C1,1,Stereas,4/6/2023,Gravel,Championship,5,199.7,183.52,Stereas_01
Serderid,C1,1,Stereas,4/6/2023,Gravel,Championship,6,200.83,183.52,Stereas_01
Polykarp,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,7,203.18,183.52,Stereas_01
Lefkadit,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,8,205.16,183.52,Stereas_01
Dimopoul,C4 F2,1,Stereas,4/6/2023,Gravel,Championship,9,211.01,183.52,Stereas_01
Karaniko,C5 F2,1,Stereas,4/6/2023,Gravel,Championship,10,213.28,183.52,Stereas_01
Chatzima,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,11,213.4,183.52,Stereas_01
Stamatop,C2,1,Stereas,4/6/2023,Gravel,Championship,12,216.27,183.52,Stereas_01
Nicolaou,C2,1,Stereas,4/6/2023,Gravel,Championship,13,218.39,183.52,Stereas_01
Vassilak,C1,1,Stereas,4/6/2023,Gravel,Championship,14,218.5,183.52,Stereas_01
Kafantar,C2,1,Stereas,4/6/2023,Gravel,Championship,15,218.86,183.52,Stereas_01
Amoutzas,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,16,221.23,183.52,Stereas_01
Zygogian,C2,1,Stereas,4/6/2023,Gravel,Championship,17,221.24,183.52,Stereas_01
Halivela,3 2000,1,Stereas,4/6/2023,Gravel,Championship,18,226.24,183.52,Stereas_01
Giotis I,C4 F2,1,Stereas,4/6/2023,Gravel,Championship,19,227.92,183.52,Stereas_01
Davaris ,C2,1,Stereas,4/6/2023,Gravel,Championship,20,229.37,183.52,Stereas_01
J.J.  - ,C1,1,Stereas,4/6/2023,Gravel,Championship,21,230.22,183.52,Stereas_01
Milonas ,C4 F2,1,Stereas,4/6/2023,Gravel,Championship,22,230.86,183.52,Stereas_01
Pantiera,C6 F2,1,Stereas,4/6/2023,Gravel,Championship,23,233.5,183.52,Stereas_01
Chatziga,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,24,234.63,183.52,Stereas_01
Christod,4 2000,1,Stereas,4/6/2023,Gravel,Championship,25,234.78,183.52,Stereas_01
Rigas Gi,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,26,235.17,183.52,Stereas_01
Manousko,C6 F2,1,Stereas,4/6/2023,Gravel,Championship,27,235.91,183.52,Stereas_01
Amaxopou,2 -1600,1,Stereas,4/6/2023,Gravel,Championship,28,241.08,183.52,Stereas_01
Tsalamat,3 2000,1,Stereas,4/6/2023,Gravel,Championship,29,242.07,183.52,Stereas_01
Melas D.,2,1,Stereas,4/6/2023,Gravel,Championship,30,242.46,183.52,Stereas_01
Nomikos ,4 -1600,1,Stereas,4/6/2023,Gravel,Championship,31,242.98,183.52,Stereas_01
Argiriou,C4 F2,1,Stereas,4/6/2023,Gravel,Championship,32,243.92,183.52,Stereas_01
Stavropo,C6 F2,1,Stereas,4/6/2023,Gravel,Championship,33,244.69,183.52,Stereas_01
Kalamara,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,34,244.74,183.52,Stereas_01
Halkias ,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,35,245.83,183.52,Stereas_01
Paradiss,3 2000,1,Stereas,4/6/2023,Gravel,Championship,36,246.79,183.52,Stereas_01
Sotiropo,C6 F2,1,Stereas,4/6/2023,Gravel,Championship,37,248.21,183.52,Stereas_01
Kofinas ,4 -1600,1,Stereas,4/6/2023,Gravel,Championship,38,250.06,183.52,Stereas_01
Papadimi,4 2000,1,Stereas,4/6/2023,Gravel,Championship,39,251.17,183.52,Stereas_01
Kalaitzi,4 -1600,1,Stereas,4/6/2023,Gravel,Championship,40,251.64,183.52,Stereas_01
Athanaso,3 -1600,1,Stereas,4/6/2023,Gravel,Championship,41,253.37,183.52,Stereas_01
Delaport,C5 F2,1,Stereas,4/6/2023,Gravel,Championship,42,254.59,183.52,Stereas_01
Dodos Gi,4 -1600,1,Stereas,4/6/2023,Gravel,Championship,43,255.16,183.52,Stereas_01
Yiangou ,C2,1,Stereas,4/6/2023,Gravel,Championship,44,256.93,183.52,Stereas_01
Giokaris,C6 F2,1,Stereas,4/6/2023,Gravel,Championship,45,260.25,183.52,Stereas_01
Georgako,4 -1600,1,Stereas,4/6/2023,Gravel,Championship,46,260.94,183.52,Stereas_01
Panagiot,C6 F2,1,Stereas,4/6/2023,Gravel,Championship,47,262.68,183.52,Stereas_01
Yfantis ,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,48,262.74,183.52,Stereas_01
Manoussa,C3 F2,1,Stereas,4/6/2023,Gravel,Championship,49,264.09,183.52,Stereas_01
Kotsopou,4 2000,1,Stereas,4/6/2023,Gravel,Championship,50,268.34,183.52,Stereas_01
Kassidop,4 -1600,1,Stereas,4/6/2023,Gravel,Championship,51,270.21,183.52,Stereas_01
Vassilop,2 2000,1,Stereas,4/6/2023,Gravel,Championship,52,279.26,183.52,Stereas_01
Antonopo,3 2000,1,Stereas,4/6/2023,Gravel,Championship,53,292.48,183.52,Stereas_01
Andrikop,C5 F2,1,Stereas,4/6/2023,Gravel,Championship,54,293.13,183.52,Stereas_01
Kansos P,4 2000,1,Stereas,4/6/2023,Gravel,Championship,55,310.2,183.52,Stereas_01
Papadimi,C1,2,Stereas,4/6/2023,Gravel,Championship,1,658.94,658.94,Stereas_02
Kehagias,C1,2,Stereas,4/6/2023,Gravel,Championship,2,687.41,658.94,Stereas_02
Panteli ,C1,2,Stereas,4/6/2023,Gravel,Championship,3,702.42,658.94,Stereas_02
Serderid,C1,2,Stereas,4/6/2023,Gravel,Championship,4,708.13,658.94,Stereas_02
Kirkos P,C2,2,Stereas,4/6/2023,Gravel,Championship,5,715.73,658.94,Stereas_02
Polykarp,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,6,720.35,658.94,Stereas_02
Chatzima,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,7,733.44,658.94,Stereas_02
Lefkadit,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,8,738.39,658.94,Stereas_02
J.J.  - ,C1,2,Stereas,4/6/2023,Gravel,Championship,9,743.89,658.94,Stereas_02
Dimopoul,C4 F2,2,Stereas,4/6/2023,Gravel,Championship,10,761.18,658.94,Stereas_02
Nicolaou,C2,2,Stereas,4/6/2023,Gravel,Championship,11,763.4,658.94,Stereas_02
Amoutzas,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,12,778.77,658.94,Stereas_02
Zygogian,C2,2,Stereas,4/6/2023,Gravel,Championship,13,786.27,658.94,Stereas_02
Stamatop,C2,2,Stereas,4/6/2023,Gravel,Championship,14,797.94,658.94,Stereas_02
Halivela,3 2000,2,Stereas,4/6/2023,Gravel,Championship,15,799.07,658.94,Stereas_02
Giotis I,C4 F2,2,Stereas,4/6/2023,Gravel,Championship,16,801.45,658.94,Stereas_02
Vassilak,C1,2,Stereas,4/6/2023,Gravel,Championship,17,803.52,658.94,Stereas_02
Christod,4 2000,2,Stereas,4/6/2023,Gravel,Championship,18,812.91,658.94,Stereas_02
Delaport,C5 F2,2,Stereas,4/6/2023,Gravel,Championship,19,817.28,658.94,Stereas_02
Milonas ,C4 F2,2,Stereas,4/6/2023,Gravel,Championship,20,826.37,658.94,Stereas_02
Chatziga,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,21,826.39,658.94,Stereas_02
Papadimi,4 2000,2,Stereas,4/6/2023,Gravel,Championship,22,827.05,658.94,Stereas_02
Davaris ,C2,2,Stereas,4/6/2023,Gravel,Championship,23,830.36,658.94,Stereas_02
Paradiss,3 2000,2,Stereas,4/6/2023,Gravel,Championship,24,836.64,658.94,Stereas_02
Halkias ,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,25,839.96,658.94,Stereas_02
Melas D.,2,2,Stereas,4/6/2023,Gravel,Championship,26,840.07,658.94,Stereas_02
Tsouloft,C1,2,Stereas,4/6/2023,Gravel,Championship,27,840.45,658.94,Stereas_02
Panagiot,C6 F2,2,Stereas,4/6/2023,Gravel,Championship,28,842.34,658.94,Stereas_02
Amaxopou,2 -1600,2,Stereas,4/6/2023,Gravel,Championship,29,843.74,658.94,Stereas_02
Rigas Gi,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,30,844.36,658.94,Stereas_02
Stavropo,C6 F2,2,Stereas,4/6/2023,Gravel,Championship,31,849.33,658.94,Stereas_02
Manousko,C6 F2,2,Stereas,4/6/2023,Gravel,Championship,32,860.13,658.94,Stereas_02
Sotiropo,C6 F2,2,Stereas,4/6/2023,Gravel,Championship,33,860.79,658.94,Stereas_02
Athanaso,3 -1600,2,Stereas,4/6/2023,Gravel,Championship,34,861.06,658.94,Stereas_02
Giokaris,C6 F2,2,Stereas,4/6/2023,Gravel,Championship,35,869.66,658.94,Stereas_02
Tsalamat,3 2000,2,Stereas,4/6/2023,Gravel,Championship,36,869.71,658.94,Stereas_02
Yiangou ,C2,2,Stereas,4/6/2023,Gravel,Championship,37,870.22,658.94,Stereas_02
Yfantis ,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,38,871.2,658.94,Stereas_02
Nomikos ,4 -1600,2,Stereas,4/6/2023,Gravel,Championship,39,884.68,658.94,Stereas_02
Georgako,4 -1600,2,Stereas,4/6/2023,Gravel,Championship,40,885.95,658.94,Stereas_02
Kalamara,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,41,890.58,658.94,Stereas_02
Kofinas ,4 -1600,2,Stereas,4/6/2023,Gravel,Championship,42,890.72,658.94,Stereas_02
Dodos Gi,4 -1600,2,Stereas,4/6/2023,Gravel,Championship,43,904.61,658.94,Stereas_02
Kalaitzi,4 -1600,2,Stereas,4/6/2023,Gravel,Championship,44,923.79,658.94,Stereas_02
Vassilop,2 2000,2,Stereas,4/6/2023,Gravel,Championship,45,950.72,658.94,Stereas_02
Kassidop,4 -1600,2,Stereas,4/6/2023,Gravel,Championship,46,952.17,658.94,Stereas_02
Manoussa,C3 F2,2,Stereas,4/6/2023,Gravel,Championship,47,959.38,658.94,Stereas_02
Andrikop,C5 F2,2,Stereas,4/6/2023,Gravel,Championship,48,1009.32,658.94,Stereas_02
Kotsopou,4 2000,2,Stereas,4/6/2023,Gravel,Championship,49,1037.44,658.94,Stereas_02
Kansos P,4 2000,2,Stereas,4/6/2023,Gravel,Championship,50,1062.51,658.94,Stereas_02
Antonopo,3 2000,2,Stereas,4/6/2023,Gravel,Championship,51,1160.34,658.94,Stereas_02
Tsouloft,C1,3,Stereas,4/6/2023,Gravel,Championship,1,969.58,969.58,Stereas_03
Kehagias,C1,3,Stereas,4/6/2023,Gravel,Championship,2,992.13,969.58,Stereas_03
Papadimi,C1,3,Stereas,4/6/2023,Gravel,Championship,3,998.39,969.58,Stereas_03
Serderid,C1,3,Stereas,4/6/2023,Gravel,Championship,4,1024.71,969.58,Stereas_03
Kirkos P,C2,3,Stereas,4/6/2023,Gravel,Championship,5,1036.08,969.58,Stereas_03
Panteli ,C1,3,Stereas,4/6/2023,Gravel,Championship,6,1063.42,969.58,Stereas_03
J.J.  - ,C1,3,Stereas,4/6/2023,Gravel,Championship,7,1070.77,969.58,Stereas_03
Chatzima,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,8,1091.29,969.58,Stereas_03
Lefkadit,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,9,1102.62,969.58,Stereas_03
Zygogian,C2,3,Stereas,4/6/2023,Gravel,Championship,10,1128.28,969.58,Stereas_03
Amoutzas,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,11,1130.19,969.58,Stereas_03
Dimopoul,C4 F2,3,Stereas,4/6/2023,Gravel,Championship,12,1143.1,969.58,Stereas_03
Stamatop,C2,3,Stereas,4/6/2023,Gravel,Championship,13,1154.27,969.58,Stereas_03
Davaris ,C2,3,Stereas,4/6/2023,Gravel,Championship,14,1161.96,969.58,Stereas_03
Milonas ,C4 F2,3,Stereas,4/6/2023,Gravel,Championship,15,1169.93,969.58,Stereas_03
Delaport,C5 F2,3,Stereas,4/6/2023,Gravel,Championship,16,1174.71,969.58,Stereas_03
Christod,4 2000,3,Stereas,4/6/2023,Gravel,Championship,17,1188.79,969.58,Stereas_03
Nicolaou,C2,3,Stereas,4/6/2023,Gravel,Championship,18,1195.46,969.58,Stereas_03
Chatziga,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,19,1199.18,969.58,Stereas_03
Manousko,C6 F2,3,Stereas,4/6/2023,Gravel,Championship,20,1201.39,969.58,Stereas_03
Rigas Gi,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,21,1206.61,969.58,Stereas_03
Halivela,3 2000,3,Stereas,4/6/2023,Gravel,Championship,22,1208.09,969.58,Stereas_03
Vassilak,C1,3,Stereas,4/6/2023,Gravel,Championship,23,1209.57,969.58,Stereas_03
Giotis I,C4 F2,3,Stereas,4/6/2023,Gravel,Championship,24,1210.83,969.58,Stereas_03
Panagiot,C6 F2,3,Stereas,4/6/2023,Gravel,Championship,25,1214.61,969.58,Stereas_03
Kalamara,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,26,1217.28,969.58,Stereas_03
Yfantis ,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,27,1217.61,969.58,Stereas_03
Stavropo,C6 F2,3,Stereas,4/6/2023,Gravel,Championship,28,1218.53,969.58,Stereas_03
Tsalamat,3 2000,3,Stereas,4/6/2023,Gravel,Championship,29,1219.98,969.58,Stereas_03
Melas D.,2,3,Stereas,4/6/2023,Gravel,Championship,30,1221.67,969.58,Stereas_03
Halkias ,C3 F2,3,Stereas,4/6/2023,Gravel,Championship,31,1244.23,969.58,Stereas_03
Giokaris,C6 F2,3,Stereas,4/6/2023,Gravel,Championship,32,1249.5,969.58,Stereas_03
Papadimi,4 2000,3,Stereas,4/6/2023,Gravel,Championship,33,1251.44,969.58,Stereas_03
Athanaso,3 -1600,3,Stereas,4/6/2023,Gravel,Championship,34,1258.89,969.58,Stereas_03
Georgako,4 -1600,3,Stereas,4/6/2023,Gravel,Championship,35,1266.55,969.58,Stereas_03
Amaxopou,2 -1600,3,Stereas,4/6/2023,Gravel,Championship,36,1276.32,969.58,Stereas_03
Kassidop,4 -1600,3,Stereas,4/6/2023,Gravel,Championship,37,1282.46,969.58,Stereas_03
Kofinas ,4 -1600,3,Stereas,4/6/2023,Gravel,Championship,38,1299.07,969.58,Stereas_03
Yiangou ,C2,3,Stereas,4/6/2023,Gravel,Championship,39,1329.49,969.58,Stereas_03
Vassilop,2 2000,3,Stereas,4/6/2023,Gravel,Championship,40,1369.35,969.58,Stereas_03
Kotsopou,4 2000,3,Stereas,4/6/2023,Gravel,Championship,41,1393.89,969.58,Stereas_03
Kansos P,4 2000,3,Stereas,4/6/2023,Gravel,Championship,42,1465.59,969.58,Stereas_03
Antonopo,3 2000,3,Stereas,4/6/2023,Gravel,Championship,43,1469.16,969.58,Stereas_03
Andrikop,C5 F2,3,Stereas,4/6/2023,Gravel,Championship,44,1487.92,969.58,Stereas_03
Sotiropo,C6 F2,3,Stereas,4/6/2023,Gravel,Championship,45,1745.33,969.58,Stereas_03
Dodos Gi,4 -1600,3,Stereas,4/6/2023,Gravel,Championship,46,1966.87,969.58,Stereas_03
Tsouloft,C1,4,Stereas,4/6/2023,Gravel,Championship,1,642.51,642.51,Stereas_04
Papadimi,C1,4,Stereas,4/6/2023,Gravel,Championship,2,671.27,642.51,Stereas_04
Panteli ,C1,4,Stereas,4/6/2023,Gravel,Championship,3,691.43,642.51,Stereas_04
Kirkos P,C2,4,Stereas,4/6/2023,Gravel,Championship,4,697.29,642.51,Stereas_04
Chatzima,C3 F2,4,Stereas,4/6/2023,Gravel,Championship,5,724.74,642.51,Stereas_04
Lefkadit,C3 F2,4,Stereas,4/6/2023,Gravel,Championship,6,729.16,642.51,Stereas_04
J.J.  - ,C1,4,Stereas,4/6/2023,Gravel,Championship,7,746.24,642.51,Stereas_04
Nicolaou,C2,4,Stereas,4/6/2023,Gravel,Championship,8,767.27,642.51,Stereas_04
Zygogian,C2,4,Stereas,4/6/2023,Gravel,Championship,9,802.85,642.51,Stereas_04
Giotis I,C4 F2,4,Stereas,4/6/2023,Gravel,Championship,10,811.66,642.51,Stereas_04
Milonas ,C4 F2,4,Stereas,4/6/2023,Gravel,Championship,11,817.78,642.51,Stereas_04
Serderid,C1,4,Stereas,4/6/2023,Gravel,Championship,12,819.39,642.51,Stereas_04
Davaris ,C2,4,Stereas,4/6/2023,Gravel,Championship,13,836.81,642.51,Stereas_04
Dimopoul,C4 F2,4,Stereas,4/6/2023,Gravel,Championship,14,839.06,642.51,Stereas_04
Rigas Gi,C3 F2,4,Stereas,4/6/2023,Gravel,Championship,15,839.16,642.51,Stereas_04
Panagiot,C6 F2,4,Stereas,4/6/2023,Gravel,Championship,16,843.46,642.51,Stereas_04
Manousko,C6 F2,4,Stereas,4/6/2023,Gravel,Championship,17,845.2,642.51,Stereas_04
Stavropo,C6 F2,4,Stereas,4/6/2023,Gravel,Championship,18,847.2,642.51,Stereas_04
Vassilak,C1,4,Stereas,4/6/2023,Gravel,Championship,19,855.07,642.51,Stereas_04
Chatziga,C3 F2,4,Stereas,4/6/2023,Gravel,Championship,20,864.15,642.51,Stereas_04
Kalamara,C3 F2,4,Stereas,4/6/2023,Gravel,Championship,21,873.01,642.51,Stereas_04
Yiangou ,C2,4,Stereas,4/6/2023,Gravel,Championship,22,873.14,642.51,Stereas_04
Yfantis ,C3 F2,4,Stereas,4/6/2023,Gravel,Championship,23,875.24,642.51,Stereas_04
Halkias ,C3 F2,4,Stereas,4/6/2023,Gravel,Championship,24,876.25,642.51,Stereas_04
Kehagias,C1,4,Stereas,4/6/2023,Gravel,Championship,25,909.11,642.51,Stereas_04
Delaport,C5 F2,4,Stereas,4/6/2023,Gravel,Championship,26,997.7,642.51,Stereas_04
Andrikop,C5 F2,4,Stereas,4/6/2023,Gravel,Championship,27,1057.83,642.51,Stereas_04
Giokaris,C6 F2,4,Stereas,4/6/2023,Gravel,Championship,28,1111.59,642.51,Stereas_04
Tsouloft,C1,5,Stereas,4/6/2023,Gravel,Championship,1,970.14,970.14,Stereas_05
Kehagias,C1,5,Stereas,4/6/2023,Gravel,Championship,2,987.64,970.14,Stereas_05
Papadimi,C1,5,Stereas,4/6/2023,Gravel,Championship,3,990.62,970.14,Stereas_05
Kirkos P,C2,5,Stereas,4/6/2023,Gravel,Championship,4,1014.02,970.14,Stereas_05
Serderid,C1,5,Stereas,4/6/2023,Gravel,Championship,5,1022.52,970.14,Stereas_05
Panteli ,C1,5,Stereas,4/6/2023,Gravel,Championship,6,1026.4,970.14,Stereas_05
J.J.  - ,C1,5,Stereas,4/6/2023,Gravel,Championship,7,1075.36,970.14,Stereas_05
Nicolaou,C2,5,Stereas,4/6/2023,Gravel,Championship,8,1083.18,970.14,Stereas_05
Chatzima,C3 F2,5,Stereas,4/6/2023,Gravel,Championship,9,1088.19,970.14,Stereas_05
Dimopoul,C4 F2,5,Stereas,4/6/2023,Gravel,Championship,10,1110.57,970.14,Stereas_05
Zygogian,C2,5,Stereas,4/6/2023,Gravel,Championship,11,1116.76,970.14,Stereas_05
Milonas ,C4 F2,5,Stereas,4/6/2023,Gravel,Championship,12,1165.32,970.14,Stereas_05
Davaris ,C2,5,Stereas,4/6/2023,Gravel,Championship,13,1170.21,970.14,Stereas_05
Manousko,C6 F2,5,Stereas,4/6/2023,Gravel,Championship,14,1185.78,970.14,Stereas_05
Chatziga,C3 F2,5,Stereas,4/6/2023,Gravel,Championship,15,1187.71,970.14,Stereas_05
Giotis I,C4 F2,5,Stereas,4/6/2023,Gravel,Championship,16,1200.0,970.14,Stereas_05
Panagiot,C6 F2,5,Stereas,4/6/2023,Gravel,Championship,17,1201.82,970.14,Stereas_05
Yfantis ,C3 F2,5,Stereas,4/6/2023,Gravel,Championship,18,1202.21,970.14,Stereas_05
Stavropo,C6 F2,5,Stereas,4/6/2023,Gravel,Championship,19,1209.73,970.14,Stereas_05
Kalamara,C3 F2,5,Stereas,4/6/2023,Gravel,Championship,20,1217.51,970.14,Stereas_05
Rigas Gi,C3 F2,5,Stereas,4/6/2023,Gravel,Championship,21,1220.97,970.14,Stereas_05
Delaport,C5 F2,5,Stereas,4/6/2023,Gravel,Championship,22,1227.75,970.14,Stereas_05
Yiangou ,C2,5,Stereas,4/6/2023,Gravel,Championship,23,1287.92,970.14,Stereas_05
Andrikop,C5 F2,5,Stereas,4/6/2023,Gravel,Championship,24,1412.87,970.14,Stereas_05
Vassilak,C1,5,Stereas,4/6/2023,Gravel,Championship,25,1525.7,970.14,Stereas_05
Giokaris,C6 F2,5,Stereas,4/6/2023,Gravel,Championship,26,1562.13,970.14,Stereas_05
Halkias ,C3 F2,5,Stereas,4/6/2023,Gravel,Championship,27,1635.75,970.14,Stereas_05
